,Country Name,Country Code,Year,Access to clean fuels and technologies for cooking (% of population),Access to electricity (% of population),CO2 emissions (metric tons per capita),Individuals using the Internet (% of population),Military expenditure (% of GDP),Mobile cellular subscriptions (per 100 people),"Mortality rate, infant (per 1,000 live births)"
905,Somalia,SOM,2015,2.0999999,29.17281151,0.047110994,1.76,..,42.2984343,83.6
906,Somalia,SOM,2016,2.2,30.87970161,0.04652594,1.88,..,46.89983586,81.4
907,Somalia,SOM,2017,2.4000001,32.5946312,0.045239052,2.004048698,..,48.79644016,79.1
908,Somalia,SOM,2018,2.5999999,34.31357574,0.04597479,..,..,50.99230249,76.8
909,Somalia,SOM,2019,3,36.0331955,..,..,..,..,74.8
910,South Africa,ZAF,2015,83.5,85.3,7.671201555,51.91911572,1.099182075,158.8829468,28.6
911,South Africa,ZAF,2016,84.599998,84.2,7.564450881,54,1.065199645,146.6221873,28
912,South Africa,ZAF,2017,85.099998,84.4,7.632729355,56.16739447,1.030060552,155.2323957,27.6
913,South Africa,ZAF,2018,85.900002,84.7,7.496644895,62.4,0.984961398,159.9306644,26.9
914,South Africa,ZAF,2019,86.300003,85,..,68.2,0.978057397,165.5999383,26.3
915,South Sudan,SSD,2015,0,4.60835743,0.183843137,5.5,10.56146145,27.05386827,63.3
916,South Sudan,SSD,2016,0,5.128197193,0.159704298,6.679728051,4.601531486,24.92495281,63.3
917,South Sudan,SSD,2017,0,4.2,0.13931184,7.977428907,2.354537758,25.56130126,63.3
918,South Sudan,SSD,2018,0,6.187970161,0.125729734,..,3.649892575,17.45870759,63.3
919,South Sudan,SSD,2019,0,6.720535278,..,..,3.55818489,20.08628008,63.3
920,Spain,ESP,2015,100,100,5.517944386,78.68963187,1.270823783,109.4186042,2.7
921,Spain,ESP,2016,100,100,5.314294607,80.56133294,1.13772804,110.480234,2.7
922,Spain,ESP,2017,100,100,5.654039569,84.6022457,1.230690776,112.5612499,2.7
923,Spain,ESP,2018,100,100,5.5203504,86.10723553,1.253935882,115.9942148,2.7
924,Spain,ESP,2019,100,100,..,90.71866533,1.233438734,118.4398,2.7
925,Sri Lanka,LKA,2015,25.700001,94.3347702,0.970910825,12.1,2.553055,114.308452,7.5
926,Sri Lanka,LKA,2016,27,97.5,1.034287601,15.1,2.114142415,122.7200854,7.1
927,Sri Lanka,LKA,2017,28.299999,97.5,1.087017348,21.3,2.119696641,133.4676273,6.7
928,Sri Lanka,LKA,2018,29.5,99.58686066,0.99815413,26,1.842977531,142.6507235,6.4
929,Sri Lanka,LKA,2019,31.200001,100,..,29,2.011121467,132.9625868,6.2
930,St. Kitts and Nevis,KNA,2015,100,100,4.687133818,75.7,..,142.5873484,14.1
931,St. Kitts and Nevis,KNA,2016,100,100,4.842239826,76.81767491,..,148.3447942,13.9
932,St. Kitts and Nevis,KNA,2017,100,100,4.61219156,80.71019081,..,147.7144779,13.6
933,St. Kitts and Nevis,KNA,2018,100,100,4.958236393,..,..,..,13.3
934,St. Kitts and Nevis,KNA,2019,100,100,..,..,..,..,12.9
935,St. Lucia,LCA,2015,96.5,97.05250549,2.12135253,42.53093047,..,104.8094637,19.5
936,St. Lucia,LCA,2016,96.5,97.67999268,1.944142022,46.72907806,..,98.12469449,20
937,St. Lucia,LCA,2017,96.699997,98.29696655,2.044707248,50.81524478,..,97.64581054,20.6
938,St. Lucia,LCA,2018,96.599998,98.91943359,2.14415306,..,..,101.6795958,21.1
939,St. Lucia,LCA,2019,96.599998,99.54777527,..,..,..,..,21.6
940,St. Martin (French part),MAF,2015,..,100,..,..,..,..,..
941,St. Martin (French part),MAF,2016,..,100,..,..,..,..,..
942,St. Martin (French part),MAF,2017,..,100,..,..,..,..,..
943,St. Martin (French part),MAF,2018,..,100,..,..,..,..,..
944,St. Martin (French part),MAF,2019,..,100,..,..,..,..,..
945,St. Vincent and the Grenadines,VCT,2015,95.099998,99.54006958,2.015851927,51.77,..,103.8690585,15.2
946,St. Vincent and the Grenadines,VCT,2016,94.900002,99.76855469,2.466496752,55.57,..,102.9143332,14.7
947,St. Vincent and the Grenadines,VCT,2017,94.800003,99.97125244,2.458434251,65.56,..,105.4786164,14.3
948,St. Vincent and the Grenadines,VCT,2018,94.699997,100,2.540604301,..,..,96.06572847,13.8
949,St. Vincent and the Grenadines,VCT,2019,94.199997,100,..,..,..,92.86637912,13.4
950,Sudan,SDN,2015,46,46.92499542,0.457548873,..,2.655921816,71.81590856,45.2
951,Sudan,SDN,2016,47.700001,48.83090973,0.513960335,14.09999994,2.65023238,69.78439192,44.1
952,Sudan,SDN,2017,50,50.65546417,0.498365757,..,3.507166087,70.18317784,43
953,Sudan,SDN,2018,51.5,52.29756546,0.483235878,..,1.783457419,72.00791416,42
954,Sudan,SDN,2019,53.200001,53.82707214,..,25.4,1.644621089,77.11203717,41
955,Suriname,SUR,2015,91.599998,95.00204468,4.918302524,42.76382778,..,134.2157552,18.2
956,Suriname,SUR,2016,92.300003,95.90665436,4.089342395,45.4,..,142.8391115,17.7
957,Suriname,SUR,2017,92.900002,96.72870636,3.733560502,48.94517397,..,139.5050973,17.2
958,Suriname,SUR,2018,93.5,97.4,3.611192614,..,..,130.604698,16.7
959,Suriname,SUR,2019,94.099998,97.88735199,..,..,..,139.9867899,16.2
960,Sweden,SWE,2015,100,100,4.000332272,90.61019664,1.066502053,129.4305347,2.3
961,Sweden,SWE,2016,100,100,3.909066586,89.65094761,1.053016389,127.5231707,2.3
962,Sweden,SWE,2017,100,100,3.811011227,93.00626697,1.023179205,126.3951989,2.3
963,Sweden,SWE,2018,100,100,3.538009127,89.24696316,1.032246092,126.6219452,2.2
964,Sweden,SWE,2019,100,100,..,94.49344341,1.098943094,128.4911022,2.2
965,Switzerland,CHE,2015,100,100,4.712404478,87.4790556,0.643890851,135.5130156,3.7
966,Switzerland,CHE,2016,100,100,4.730490994,89.13468774,0.657387011,134.1553264,3.7
967,Switzerland,CHE,2017,100,100,4.569419203,89.68614767,0.656917773,131.1359393,3.6
968,Switzerland,CHE,2018,100,100,4.401991044,91.8,0.632561531,126.5434466,3.6
969,Switzerland,CHE,2019,100,100,..,93.14608695,0.699250733,126.7161621,3.6
970,Syrian Arab Republic,SYR,2015,98,89.82977295,1.446874775,29.97979724,..,79.52406813,25.6
971,Syrian Arab Republic,SYR,2016,97.800003,89.69534302,1.514980876,31.86962727,..,76.43527339,25
972,Syrian Arab Republic,SYR,2017,97.699997,89.56895447,1.702185507,34.25340193,..,89.99935539,18.8
973,Syrian Arab Republic,SYR,2018,97.400002,86,1.647087511,..,..,101.0895154,18.9
974,Syrian Arab Republic,SYR,2019,97.400002,89.32488251,..,..,..,113.5761609,18.4
975,Tajikistan,TJK,2015,77.400002,98,0.563045813,18.98,1.281982414,100.4136726,32.6
976,Tajikistan,TJK,2016,78.599998,99.19988251,0.687937716,20.47,1.215139771,108.5001937,31.8
977,Tajikistan,TJK,2017,79.699997,99.3,0.717320532,21.96,1.093906012,111.5281656,30.9
978,Tajikistan,TJK,2018,80.699997,99.3,0.80541954,..,1.082302016,..,30.1
979,Tajikistan,TJK,2019,82,99.63539124,..,..,1.038329778,..,29.2
980,Tanzania,TZA,2015,3,26.34278107,0.227066841,10,1.091369867,77.04656442,40.9
981,Tanzania,TZA,2016,3.3,32.8,0.205846528,13.50423285,1.093691934,75.48495237,39.7
982,Tanzania,TZA,2017,3.5999999,32.41840363,0.207828911,15.99999943,1.055796282,73.09478999,38.2
983,Tanzania,TZA,2018,4,35.22945023,0.205634733,19,1.055236597,77.24135223,36.8
984,Tanzania,TZA,2019,4.3000002,37.7,..,20,1.01776679,82.20817408,35.8
985,Thailand,THA,2015,77.800003,99.6,3.82859407,39.31612674,1.426581859,149.8111512,9.3
986,Thailand,THA,2016,78.599998,99.85212708,3.780122324,47.50496562,1.421440121,173.5054814,8.9
987,Thailand,THA,2017,79,99.9,3.766228713,52.89192934,1.389954419,175.5964942,8.5
988,Thailand,THA,2018,79.400002,99.82,3.714039204,56.81748093,1.357573997,180.1826119,8.1
989,Thailand,THA,2019,79.5,99.9,..,66.65241946,1.352707836,186.1585875,7.7
990,Timor-Leste,TLS,2015,8.5,67.28153394,0.5099081,23,1.190536013,115.0770458,42.8
991,Timor-Leste,TLS,2016,9.5,76.5,0.565903572,25.24624959,1.039944466,122.3766657,41.4
992,Timor-Leste,TLS,2017,10.5,83.23754883,0.482602191,27.49273173,0.916943365,125.2052269,40.1
993,Timor-Leste,TLS,2018,11.4,89.03410339,0.504741813,..,0.762205693,115.8141255,38.8
994,Timor-Leste,TLS,2019,12.6,94.71617889,..,..,1.23214145,110.2184718,37.7
995,Togo,TGO,2015,6.6999998,44.74192047,0.248526524,7.12,1.674422895,66.2993479,50.8
996,Togo,TGO,2016,7.5,46.84999847,0.30626028,11.31,1.840382387,73.30838776,49.4
997,Togo,TGO,2017,8,48,0.268884387,12.36022497,1.874542288,78.84556082,48.1
998,Togo,TGO,2018,8.6000004,50,0.286471389,15.5,1.963332431,77.88610174,46.8
999,Togo,TGO,2019,9.3000002,52.44109726,..,19.3,3.146217077,77.19500701,45.5
1000,Tonga,TON,2015,69.300003,100,1.091486406,38.65127243,..,72.92346772,10.7
1001,Tonga,TON,2016,71.199997,97.02,1.483048753,39.95,..,79.10375446,10.6
1002,Tonga,TON,2017,72.800003,98.33101654,1.764671281,41.24872764,..,105.8236436,10.4
1003,Tonga,TON,2018,75,99.13130188,1.841103111,..,..,104.5941258,10.3
1004,Tonga,TON,2019,76.400002,98.4,..,..,..,59.4330775,10
1005,Trinidad and Tobago,TTO,2015,100,100,15.51448846,69.19847061,0.83320624,154.9537045,17.3
1006,Trinidad and Tobago,TTO,2016,100,100,13.23351455,73.29694122,0.95365006,157.223424,16.8
1007,Trinidad and Tobago,TTO,2017,100,100,13.14249382,77.32605293,0.885039523,146.7160721,16.3
1008,Trinidad and Tobago,TTO,2018,100,100,12.77844012,..,0.68778771,141.9293402,15.8
1009,Trinidad and Tobago,TTO,2019,100,100,..,..,0.707947748,155.1087369,15.4
1010,Tunisia,TUN,2015,99.699997,99.9,2.653857785,46.49999434,2.26986516,130.5540392,14.8
1011,Tunisia,TUN,2016,99.800003,100,2.564592069,49.59999484,2.360819737,126.3459615,14.7
1012,Tunisia,TUN,2017,99.800003,100,2.614261782,55.50015506,2.144302107,125.3697596,14.7
1013,Tunisia,TUN,2018,99.800003,99.8,2.592258865,64.19081023,2.113384861,127.7071968,14.6
1014,Tunisia,TUN,2019,99.800003,100,..,66.6999983,2.564559332,126.3052836,14.5
1015,Turkey,TUR,2015,95,100,4.47717596,53.74497914,1.812848293,93.77284502,11.1
1016,Turkey,TUR,2016,95,100,4.692471556,58.34773401,2.050324605,94.02943867,10.5
1017,Turkey,TUR,2017,95,100,5.127196701,64.68461768,2.050065818,95.91170472,9.8
1018,Turkey,TUR,2018,95,100,5.01541837,71.04276084,2.524003026,97.30132788,9.2
1019,Turkey,TUR,2019,95.099998,100,..,73.97670281,2.710273547,96.83716867,8.6
1020,Turkmenistan,TKM,2015,99.900002,100,12.95172231,14.99677482,..,140.909175,36.4
1021,Turkmenistan,TKM,2016,99.900002,99.99401093,12.71905356,17.99032446,..,151.4384088,36.7
1022,Turkmenistan,TKM,2017,99.900002,100,12.49811773,21.25099741,..,162.8611033,37
1023,Turkmenistan,TKM,2018,99.900002,100,12.25964817,..,..,..,37
1024,Turkmenistan,TKM,2019,99.900002,99.9,..,..,..,..,36.6
1025,Turks and Caicos Islands,TCA,2015,..,100,..,..,..,..,..
1026,Turks and Caicos Islands,TCA,2016,..,100,..,..,..,..,..
1027,Turks and Caicos Islands,TCA,2017,..,100,..,..,..,..,..
1028,Turks and Caicos Islands,TCA,2018,..,100,..,..,..,..,..
1029,Turks and Caicos Islands,TCA,2019,..,100,..,..,..,..,..
1030,Tuvalu,TUV,2015,63.400002,98.9172821,0.90098207,42.7,..,59.46481665,21.9
1031,Tuvalu,TUV,2016,65.300003,99.33574677,0.89031339,46.00915151,..,67.70601336,21.2
1032,Tuvalu,TUV,2017,66.5,99.76225281,0.879894413,49.31833862,..,70.36059807,20.6
1033,Tuvalu,TUV,2018,67.599998,99.89904785,0.86918731,..,..,..,20
1034,Tuvalu,TUV,2019,68.900002,100,..,..,..,..,19.3
1035,Uganda,UGA,2015,0.69999999,18.5,0.127140436,..,1.041162488,52.89740582,38.9
1036,Uganda,UGA,2016,0.69999999,26.7,0.143004244,..,1.045656224,57.60142849,37.3
1037,Uganda,UGA,2017,0.60000002,32.72455978,0.141862619,..,1.096078932,60.60467775,35.7
1038,Uganda,UGA,2018,0.60000002,42.7,0.143462178,..,1.225631547,57.27260732,34.1
1039,Uganda,UGA,2019,0.5,41.3,..,..,1.769798079,57.36556563,33
1040,Ukraine,UKR,2015,95.099998,100,4.227086146,48.88464368,3.251180763,142.0030379,8.1
1041,Ukraine,UKR,2016,95.199997,100,4.471757855,53.0009696,3.154776603,133.1689539,7.9
1042,Ukraine,UKR,2017,95.099998,100,3.899968181,58.88947945,2.884401519,131.3565115,7.6
1043,Ukraine,UKR,2018,95.099998,100,4.154180631,62.55315539,3.192353265,127.753861,7.4
1044,Ukraine,UKR,2019,95.199997,100,..,70.1248443,3.522485271,130.6294363,7.2
1045,United Arab Emirates,ARE,2015,100,100,20.94809226,90.5,..,193.7034838,6.5
1046,United Arab Emirates,ARE,2016,100,100,21.30760952,90.60000732,..,212.6389865,6.3
1047,United Arab Emirates,ARE,2017,100,100,21.95061433,94.81992254,..,208.9785999,6.2
1048,United Arab Emirates,ARE,2018,100,100,20.7974984,98.45000178,..,208.5048332,6
1049,United Arab Emirates,ARE,2019,100,100,..,99.14999998,..,200.6320743,5.8
1050,United Kingdom,GBR,2015,100,100,6.148544958,92.00029987,2.045503192,120.3319425,3.8
1051,United Kingdom,GBR,2016,100,100,5.774741668,94.77580063,1.981438255,119.0555562,3.8
1052,United Kingdom,GBR,2017,100,100,5.546265944,90.42455049,1.946324996,118.5404012,3.8
1053,United Kingdom,GBR,2018,100,100,5.398708138,90.69200899,1.948755708,117.499287,3.7
1054,United Kingdom,GBR,2019,100,100,..,92.51662855,2.013004573,118.2345574,3.7
1055,United States,USA,2015,100,100,15.53534211,74.55420245,3.477845166,119.1439209,5.8
1056,United States,USA,2016,100,100,15.13174682,85.54442129,3.418942337,122.5945483,5.7
1057,United States,USA,2017,100,100,14.80588242,87.27488917,3.313381294,123.0448345,5.7
1058,United States,USA,2018,100,100,15.24087458,88.49890317,3.316248808,129.0140075,5.6
1059,United States,USA,2019,100,100,..,89.43028486,3.427080181,134.4588794,5.5
1060,Uruguay,URY,2015,100,99.70948,1.931411164,64.5707871,1.820588136,151.390984,7.6
1061,Uruguay,URY,2016,100,99.7,1.90704875,66.4,1.873463798,149.4317533,7.2
1062,Uruguay,URY,2017,100,99.8,1.769167313,70.3223544,1.956922916,148.3299827,6.8
1063,Uruguay,URY,2018,100,99.8,1.890244079,80.72684288,2.133948636,149.9042265,6.3
1064,Uruguay,URY,2019,100,99.9,..,83.35153377,2.059819,138.0749359,5.8
1065,Uzbekistan,UZB,2015,85.599998,100,3.24388397,42.8,..,70.42874879,17.3
1066,Uzbekistan,UZB,2016,85.300003,100,3.370708901,46.79128694,..,73.99520784,16.1
1067,Uzbekistan,UZB,2017,85.199997,100,3.438864292,48.69999885,..,75.92497884,15
1068,Uzbekistan,UZB,2018,84.900002,100,3.401191282,55.20000067,3.555482552,71.51737128,14.1
1069,Uzbekistan,UZB,2019,84.599998,100,..,70.4000024,..,101.2075903,13.3
1070,Vanuatu,VUT,2015,9.3999996,52.2941246,0.516361276,22.35140458,..,64.47755689,23.6
1071,Vanuatu,VUT,2016,9.1000004,57.82,0.646723626,24,..,78.54094061,23.2
1072,Vanuatu,VUT,2017,8.6000004,62.8,0.595448671,25.71978784,..,79.86270183,22.7
1073,Vanuatu,VUT,2018,8.1999998,61.77245331,0.615016657,..,..,85.90542572,22.2
1074,Vanuatu,VUT,2019,7.8000002,64.66623688,..,..,..,88.44112017,21.6
1075,"Venezuela, RB",VEN,2015,97.300003,100,5.780234026,..,0.941375969,96.71458807,16.4
1076,"Venezuela, RB",VEN,2016,97.199997,99.4,5.428918569,..,0.454046014,92.46141578,21.1
1077,"Venezuela, RB",VEN,2017,97.300003,99.2,5.058756948,..,2.233332199,83.30482214,21.1
1078,"Venezuela, RB",VEN,2018,97.199997,99.90830231,4.782754887,..,..,71.76613811,21.1
1079,"Venezuela, RB",VEN,2019,97.099998,100,..,..,..,64.79291203,21.1
1080,Vietnam,VNM,2015,59.5,99.80340576,2.257300246,45,2.361155697,129.8315152,17.4
1081,Vietnam,VNM,2016,61.299999,99.2,2.390740709,53,2.442960753,128.7907855,17.3
1082,Vietnam,VNM,2017,62.400002,100,2.348081292,58.14,2.267969776,126.8661299,17.1
1083,Vietnam,VNM,2018,63.599998,100,2.698805922,69.84792868,2.28456986,147.1952734,17
1084,Vietnam,VNM,2019,64.699997,99.4,..,68.66158021,..,141.2268627,16.9
1085,Virgin Islands (U.S.),VIR,2015,..,100,..,54.8391373,..,..,..
1086,Virgin Islands (U.S.),VIR,2016,..,100,..,59.6083158,..,..,..
1087,Virgin Islands (U.S.),VIR,2017,..,100,..,64.3774943,..,..,..
1088,Virgin Islands (U.S.),VIR,2018,..,100,..,..,..,..,..
1089,Virgin Islands (U.S.),VIR,2019,..,100,..,..,..,..,..
1090,West Bank and Gaza,PSE,2015,..,99.9,..,56.7,..,77.96137302,16.4
1091,West Bank and Gaza,PSE,2016,..,100,..,59.9,..,80.10067188,16
1092,West Bank and Gaza,PSE,2017,..,99.7,..,63.3,..,84.17979591,15.5
1093,West Bank and Gaza,PSE,2018,..,99.9903717,..,64.39999371,..,89.97575355,15.1
1094,West Bank and Gaza,PSE,2019,..,100,..,70.6225837,..,86.32538513,14.6
1095,World,WLD,2015,61.62061606,86.57933349,4.483514829,40.90827053,2.255158329,97.42053169,31.4
1096,World,WLD,2016,62.74565729,87.72951747,4.431336901,43.80466711,2.21794914,100.7199984,30.6
1097,World,WLD,2017,63.8018947,88.61689526,4.43553589,46.31676403,2.172525813,102.86938,29.7
1098,World,WLD,2018,65.06251277,89.43294573,4.477639096,49.90704933,2.148184314,106.4864056,28.9
1099,World,WLD,2019,66.17822699,90.0970109,..,56.72738905,2.18686376,109.4641856,28.1
1100,"Yemen, Rep.",YEM,2015,60.700001,67.39666748,0.536269296,24.08540947,..,56.69113113,46.1
1101,"Yemen, Rep.",YEM,2016,60.900002,68.9187088,0.400468047,24.57920836,..,60.48634124,46
1102,"Yemen, Rep.",YEM,2017,61,79.2,0.361417938,26.71835477,..,55.17502377,45.9
1103,"Yemen, Rep.",YEM,2018,61,62,0.326681763,..,..,53.67893316,46.5
1104,"Yemen, Rep.",YEM,2019,60.900002,72.75170135,..,..,..,..,46.4
1105,Zambia,ZMB,2015,15.7,31.1,0.319282188,..,1.75323438,72.78457238,46.9
1106,Zambia,ZMB,2016,15.7,35.17316437,0.341615023,..,1.429304719,73.43823048,45.6
1107,Zambia,ZMB,2017,15.7,40.3,0.414747987,..,1.309596105,79.73690961,44.3
1108,Zambia,ZMB,2018,15.7,39.82230377,0.446065443,14.2999971,1.409462391,89.15704437,43.9
1109,Zambia,ZMB,2019,15.7,43,..,19,1.219374502,96.41441171,42.9
1110,Zimbabwe,ZWE,2015,29.799999,33.7,0.89759836,22.7428181,1.88687572,92.34710538,42.1
1111,Zimbabwe,ZWE,2016,29.700001,39.67622757,0.783302583,23.11998904,1.742493552,91.79345804,40.8
1112,Zimbabwe,ZWE,2017,29.6,40.14428329,0.718570496,24.4,1.544948051,98.98507333,39.9
1113,Zimbabwe,ZWE,2018,29.799999,40.61635971,0.849792905,25,1.222794967,89.40486891,38.8
1114,Zimbabwe,ZWE,2019,30,41.08910751,..,25.1,0.698600973,90.10228966,38.1
